INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,location,Count
Beddington Trail at Beddington Boulevard NE,2 vehicle incident,12/17/2016 09:13:10 AM,12/17/2016 09:14:08 AM,NE,-114.053788838389,51.127462941818,"(51.127463, -114.053789)",1
Westbound Glenmore Trail at Sarcee Trail SW,Multi vehicle incident,12/17/2016 12:44:56 PM,12/17/2016 12:46:19 PM,SW,-114.163792129551,51.0094037411857,"(51.009404, -114.163792)",1
Northbound Deerfoot Trail at 130 Avenue SE,2 vehicle incident.,12/17/2016 02:34:34 PM,12/17/2016 02:35:43 PM,SE,-113.978889575018,50.9319825227522,"(50.931983, -113.97889)",1
Southbound Crowchild Trail onto eastbound Glenmore Trail SW,Single vehicle incident.,12/17/2016 02:05:00 PM,12/17/2016 02:06:36 PM,SW,-114.117462841315,50.9995650562708,"(50.999565, -114.117463)",1
Southbound Elbow Drive at Glenmore Trail SW,2 vehicle incident.,12/17/2016 05:26:06 PM,12/17/2016 05:38:03 PM,SW,-114.083916014515,50.9946277261426,"(50.994628, -114.083916)",1
4 Avenue at 7 Street SW,2 vehicle incident.,12/17/2016 04:45:25 PM,12/17/2016 04:49:37 PM,SW,-114.078509868035,51.0497811137285,"(51.049781, -114.07851)",1
Southbound Macleod Trail at 94 Avenue SE,There is an incident involving a pedestrian.,12/17/2016 05:36:37 PM,12/17/2016 05:38:03 PM,SE,-114.071706940396,50.9686322285233,"(50.968632, -114.071707)",1
Eastbound 16 Avenue at Sarcee Trail NW,Single vehicle incident.,12/17/2016 04:46:20 PM,12/17/2016 04:49:37 PM,NW,-114.189175949324,51.0814419188385,"(51.081442, -114.189176)",1
Southbound Shawville Boulevard at Shawville Rise SE,2 vehicle incident.,12/18/2016 12:05:34 AM,12/18/2016 12:06:46 AM,SE,-114.067229573702,50.9057661781543,"(50.905766, -114.06723)",1
Southbound Stoney Trail approaching 16 Avenue NE,2 vehicle incident.,12/18/2016 05:04:32 AM,12/18/2016 05:23:43 AM,NE,-113.929731671065,51.0670302472081,"(51.06703, -113.929732)",1
162 Avenue at Everstone Drive SW,2 vehicle incident,12/18/2016 08:24:46 AM,12/18/2016 08:25:39 AM,SW,-114.105593099046,50.9068426504751,"(50.906843, -114.105593)",1
Southland Drive at Horton Road SW,The traffic signals are flashing red. The crews have been dispatched.,12/18/2016 01:21:28 PM,12/18/2016 01:24:56 PM,SW,-114.074597834514,50.9650812233343,"(50.965081, -114.074598)",1
Westbound McKnight Boulevard exit to Metis Trail NE,Multi vehicle incident,12/18/2016 11:59:21 AM,12/18/2016 12:01:31 PM,NE,-113.989607026833,51.0955687653163,"(51.095569, -113.989607)",1
Shaganappi Trail at 40 Avenue NW,2 vehicle incident.,12/18/2016 03:49:29 PM,12/18/2016 03:50:29 PM,NW,-114.154242576593,51.0883129751641,"(51.088313, -114.154243)",1
Eastbound Glenmore Trail exit to Macleod Trail SW,2 vehicle incident in the right lane,12/17/2016 10:21:19 AM,12/17/2016 10:22:26 AM,SW,-114.072037003149,50.9944276300291,"(50.994428, -114.072037)",1
Bonaventure Drive at 99 Avenue SE,2 vehicle incident,12/17/2016 01:25:02 PM,12/17/2016 01:26:00 PM,SE,-114.068837336869,50.9609728876935,"(50.960973, -114.068837)",1
Memorial Drive at Barlow Trail SE,2 vehicle incident,12/17/2016 01:33:46 PM,12/17/2016 01:35:09 PM,SE,-114.000915271455,51.0459715603648,"(51.045972, -114.000915)",1
Westbound Bow Trail at 33 Street SW,Multi vehicle incident.,12/17/2016 06:22:38 PM,12/17/2016 06:25:31 PM,SW,-114.135473870099,51.0415147782208,"(51.041515, -114.135474)",1
Shawville Gate at 6 Street SW,2 vehicle incident,12/18/2016 11:17:22 AM,12/18/2016 11:18:30 AM,SW,-114.072403432592,50.8977141971467,"(50.897714, -114.072403)",1
Westbound Memorial Drive at Deerfoot Trail SE,2 vehicle incident.,12/18/2016 08:22:50 PM,12/18/2016 08:23:48 PM,SE,-114.019434255636,51.0488598764172,"(51.04886, -114.019434)",1
Eastbound Anderson Road at Macleod Trail SE,Single vehicle incident,12/17/2016 11:04:08 AM,12/17/2016 11:10:50 AM,SE,-114.068391220745,50.9506023435297,"(50.950602, -114.068391)",1
61 Avenue at 3 Street SW,The traffic signals are flashing red. The crews have been dispatched.,12/17/2016 07:57:52 PM,12/17/2016 08:03:11 PM,SW,-114.069592062489,50.9976418901377,"(50.997642, -114.069592)",1
Southbound Sarcee Trail at Crowchild Trail NW,2 vehicle incident.,12/19/2016 09:53:51 AM,12/19/2016 09:54:49 AM,NW,-114.180187767589,51.1120374189027,"(51.112037, -114.180188)",1
Southbound Blackfoot Trail at Southland Drive SE,Single vehicle incident in the left turn lane.,12/19/2016 12:38:56 PM,12/19/2016 12:44:10 PM,SE,-114.039339977983,50.9656039185511,"(50.965604, -114.03934)",1
Northbound Falconridge Boulevard at Castleridge Boulevard NE,There is an incident involving a pedestrian.,12/19/2016 02:06:02 PM,12/19/2016 02:24:57 PM,NE,-113.958270157097,51.0995939990425,"(51.099594, -113.95827)",1
Southbound Macleod Trail at Midlake Boulevard SE,2 vehicle incident.,12/19/2016 01:25:10 PM,12/19/2016 02:24:57 PM,SE,-114.068853923162,50.9158374722595,"(50.915837, -114.068854)",1
52 Street at Madigan Road NE,2 vehicle incident.,12/19/2016 02:22:58 PM,12/19/2016 02:24:57 PM,NE,-113.95850095135,51.0621869538691,"(51.062187, -113.958501)",1
Southbound Deerfoot Trail approaching Glenmore Trail SE,2 vehicle incident blocking the right lane.,12/19/2016 03:14:04 PM,12/19/2016 03:21:27 PM,SE,-114.033759167549,50.9980004299164,"(50.998, -114.033759)",1
Brisebois Drive and Brentwood Road NW,The traffic lights are flashing red. Crews have been dispatched.,12/19/2016 04:03:16 PM,12/19/2016 04:18:31 PM,NW,-114.133663938031,51.0895833815508,"(51.089583, -114.133664)",1
Northbound Macleod Trail at Lake Fraser Drive SE,2 vehicle incident blocking the right lane.,12/19/2016 03:27:59 PM,12/19/2016 03:53:08 PM,SE,-114.070362048172,50.9478732830099,"(50.947873, -114.070362)",1
Stoney Trail and Macleod Trail SE,Single vehicle incident on the ramp from eastbound Stoney Trail to southbound Macleod Trail.,12/19/2016 03:18:30 PM,12/19/2016 03:21:27 PM,SE,-114.054368856118,50.8907571238176,"(50.890757, -114.054369)",1
Westbound 16 Avenue at 14 Street NW,2 vehicle incident blocking the left lane.,12/19/2016 03:51:33 PM,12/19/2016 03:53:08 PM,NW,-114.096037227896,51.0670177605415,"(51.067018, -114.096037)",1
Old Banff Coach Road and 77 Street SW,Incident involving a pedestrian.,12/19/2016 06:28:08 PM,12/19/2016 06:36:55 PM,SW,-114.19944184899,51.0669589029871,"(51.066959, -114.199442)",1
Eastbound 17 Avenue at 47 Street SE,Single vehicle incident blocking the right lane.,12/19/2016 07:48:02 PM,12/19/2016 07:50:16 PM,SE,-113.96575605417,51.0378293065741,"(51.037829, -113.965756)",1
Southbound 14 Street past Beacham Road NW,Multi-vehicle incident.,12/19/2016 06:33:38 PM,12/19/2016 06:36:55 PM,NW,-114.093310826082,51.1224729448873,"(51.122473, -114.093311)",1
Shawville Boulevard at Shawnessy Boulevard SE,2 vehicle incident.,12/20/2016 07:16:07 AM,12/20/2016 07:17:23 AM,SE,-114.069753115133,50.9129737338205,"(50.912974, -114.069753)",1
Northbound Deerfoot Trail at 24 Street SE,2 vehicle incident.,12/20/2016 08:18:08 AM,12/20/2016 08:19:08 AM,NW,-114.011069831956,50.9508144056894,"(50.950814, -114.01107)",1
Northbound Deerfoot Trail at Memorial Drive N,Single vehicle incident.,12/20/2016 08:31:49 AM,12/20/2016 08:47:52 AM,NW,-114.01841154799,51.0514102471159,"(51.05141, -114.018412)",1
Centre Street at 30 Avenue NE,2 vehicle incident.,12/20/2016 10:51:24 AM,12/20/2016 10:52:09 AM,NE,-114.062532071236,51.0796282082302,"(51.079628, -114.062532)",1
Eastbound Anderson Road at Elbow Drive SW,Multi-vehicle incident in the right lane.,12/19/2016 05:43:23 PM,12/19/2016 05:45:26 PM,SW,-114.086752591541,50.9503306107085,"(50.950331, -114.086753)",1
Falshire Drive and 68 Street NE,2 vehicle incident in the intersection.,12/19/2016 05:42:07 PM,12/19/2016 05:45:26 PM,NE,-113.935135069757,51.1079392370061,"(51.107939, -113.935135)",1
Southbound Deerfoot Trail at Calfrobe Bridge SE,2 vehicle incident.,12/14/2016 10:18:17 AM,12/14/2016 10:24:36 AM,SE,-114.019560526145,51.0086802225644,"(51.00868, -114.019561)",1
Heritage Meadows Way at 11 Street SE,2 vehicle incident.,12/14/2016 10:21:37 AM,12/14/2016 10:24:36 AM,SE,-114.042393172684,50.9839672991501,"(50.983967, -114.042393)",1
Northbound Macleod Trail approaching Lake Fraser Gate SE,2 vehicle incident.,12/14/2016 12:39:01 PM,12/14/2016 12:54:18 PM,SE,-114.068924440289,50.9378677611553,"(50.937868, -114.068924)",1
Northbound Macleod Trail at 145 Avenue SE,2 vehicle incident.,12/14/2016 12:21:31 PM,12/14/2016 12:24:53 PM,SE,-114.071685360171,50.923610257988,"(50.92361, -114.071685)",1
Eastbound Glenmore Trail approaching 14 Street SW,2 vehicle incident.,12/14/2016 11:52:45 AM,12/14/2016 11:55:17 AM,SW,-114.099311693033,50.9952104199385,"(50.99521, -114.099312)",1
Southbound 52 Street at 16 Avenue NE,Multi vehicle incident.,12/14/2016 01:46:30 PM,12/14/2016 01:53:16 PM,NE,-113.963310837195,51.0671044015668,"(51.067104, -113.963311)",1
Eastbound Glenmore Trail at Crowchild Trail SW,2 vehicle incident.,12/14/2016 01:51:55 PM,12/14/2016 01:53:16 PM,SW,-114.121071289426,51.0009971347515,"(51.000997, -114.121071)",1
Northbound Crowchild Trail at 17 Avenue SW,2 vehicle incident.,12/10/2016 07:03:10 PM,12/10/2016 07:14:35 PM,SW,-114.112959987034,51.0382141189432,"(51.038214, -114.11296)",1
Southbound Deerfoot Trail approaching 17 Avenue SE,Single vehicle incident.,12/10/2016 02:07:51 PM,12/10/2016 02:14:07 PM,NW,-114.008611991531,51.0370350874538,"(51.037035, -114.008612)",1
Acadia Drive at Anderson Road SE,2 vehicle incident.,12/10/2016 02:10:34 PM,12/10/2016 02:14:07 PM,SE,-114.044139639421,50.9483314057881,"(50.948331, -114.04414)",1
Southbound Deerfoot Trail at Peigan Trail SE,Single vehicle incident.,12/10/2016 07:01:58 AM,12/10/2016 07:02:57 AM,SE,-114.005256240543,51.0150012899922,"(51.015001, -114.005256)",1
Westbound Memorial Drive and 39 Street SE,2 vehicle incident in the intersection.,12/06/2016 07:36:00 PM,12/06/2016 07:38:00 PM,NE,-113.9769169,51.05277711,"(51.052777, -113.976917)",1
Southbound Deerfoot Trail at 64 Avenue NE,Multi vehicle incident.,12/07/2016 08:25:00 AM,12/07/2016 08:50:00 AM,NE,-114.0492326,51.11065211,"(51.110652, -114.049233)",1
Southbound Macleod Trail at 94 Avenue SE,2 vehicle incident.,12/09/2016 05:49:59 PM,12/09/2016 05:55:52 PM,SE,-114.071706940396,50.9686322285233,"(50.968632, -114.071707)",1
24 Street  at 162 Avenue SW,2 vehicle incident.,12/07/2016 08:48:00 AM,12/07/2016 08:50:00 AM,SW,-114.1171916,50.90637588,"(50.906376, -114.117192)",1
Eastbound Glenmore Trail at Deerfoot Trail SE,2 vehicle incident in the right lane.,12/09/2016 09:18:00 AM,12/09/2016 09:20:00 AM,SE,-114.0391731,50.99415659,"(50.994157, -114.039173)",1
Northbound 14 Street at Anderson Road SW,Single vehicle incident,12/08/2016 10:15:00 PM,12/08/2016 10:20:00 PM,SW,-114.0946146,50.95081176,"(50.950812, -114.094615)",1
Northbound 30 Street North of Glenmore Trail SE,Multi-vehicle incident.,12/09/2016 06:57:00 AM,12/09/2016 07:20:00 AM,NW,-113.9914459,50.97958018,"(50.97958, -113.991446)",1
Northbound 14 Street at Country Hills Boulevard NW,2 vehicle incident blocking the right lane.,12/12/2016 08:46:42 AM,12/12/2016 08:49:00 AM,NW,-114.111893718729,51.1441000918388,"(51.1441, -114.111894)",1
Northbound 64 Street at 32 Avenue NE,2 vehicle incident.,12/09/2016 06:40:25 PM,12/09/2016 06:56:02 PM,NE,-113.94102300787,51.0815818946993,"(51.081582, -113.941023)",1
Old Banff Coach Road at 85 Street SW,2 vehicle incident.,12/11/2016 01:12:25 PM,12/11/2016 01:13:51 PM,SW,-114.211057468644,51.0667481961639,"(51.066748, -114.211057)",1
Northbound 14 Street at 9 Avenue SW,Single vehicle incident blocking the right lane.,12/07/2016 06:33:00 PM,12/07/2016 06:54:00 PM,SW,-114.0946461,51.04565582,"(51.045656, -114.094646)",1
52 Street at 114 Avenue SE,2 vehicle incident.,12/14/2016 08:07:38 AM,12/14/2016 08:25:10 AM,SE,-113.958670847449,50.950595366959,"(50.950595, -113.958671)",1
Westbound Glenmore Trail at Elbow Drive SW,2 vehicle incident in the middle lane.,12/08/2016 04:38:00 PM,12/08/2016 04:49:00 PM,SW,-114.083916,50.99462773,"(50.994628, -114.083916)",1
Southbound University Drive at Crowchild Trail NW,2 vehicle incident.,12/06/2016 05:05:00 PM,12/06/2016 05:10:00 PM,NW,-114.1195835,51.06639113,"(51.066391, -114.119584)",1
Bow Trail at 10 Avenue SW,2 vehicle incident.,12/10/2016 01:49:13 PM,12/10/2016 01:50:36 PM,SW,-114.113896057596,51.0453057567952,"(51.045306, -114.113896)",1
Northbound Deerfoot Trail at Peigan Trail SE,Single vehicle incident.,12/10/2016 08:06:38 AM,12/10/2016 08:11:17 AM,SE,-114.005256240543,51.0150012899922,"(51.015001, -114.005256)",1
Northbound 4 Street at 40 Avenue NW,The road is closed due to water main break.,12/14/2016 01:15:11 AM,12/14/2016 01:16:42 AM,NW,-114.072205707212,51.08738350981,"(51.087384, -114.072206)",1
Northbound Deerfoot Trail at 64 Avenue NE,2 vehicle incident.,12/07/2016 06:31:00 PM,12/07/2016 06:54:00 PM,NE,-114.0468751,51.11086623,"(51.110866, -114.046875)",1
Eastbound Memorial Drive at 5 Avenue SE,Single vehicle incident.,12/10/2016 06:35:41 PM,12/10/2016 06:52:13 PM,SE,-114.050335537362,51.0506017623507,"(51.050602, -114.050336)",1
Anderson Road at Elbow Drive SW,2 vehicle incident.,12/09/2016 07:33:25 PM,12/09/2016 07:34:46 PM,SW,-114.085975451658,50.9505916222112,"(50.950592, -114.085975)",1
Crowchild Trail at Glenmore Trail SW,Single vehicle incident.,12/10/2016 04:49:46 PM,12/10/2016 04:50:56 PM,SW,-114.121071289426,51.0009971347515,"(51.000997, -114.121071)",1
Northbound Deerfoot Trail at McKnight Boulevard NE,2 vehicle incident.,12/14/2016 07:42:59 AM,12/14/2016 07:55:52 AM,NE,-114.043405712882,51.0997221207095,"(51.099722, -114.043406)",1
Westbound Stoney approaching Shaganappi Trail NW.,Multi vehicle incident.,12/09/2016 05:16:00 PM,12/09/2016 05:16:00 PM,NE,-114.1479334,51.15273645,"(51.152736, -114.147933)",1
Stoney Trail at 16 Avenue SE,Single vehicle incident.,12/10/2016 03:18:10 PM,12/10/2016 03:21:23 PM,SE,-113.929731671065,51.0670302472081,"(51.06703, -113.929732)",1
Westbound Glenmore Trail at Deerfoot Trail SE,Single vehicle incident in the left lane.,12/10/2016 09:32:57 AM,12/10/2016 09:37:48 AM,SE,-114.039173086151,50.9941565858237,"(50.994157, -114.039173)",1
Southbound Macleod Trail at the exit from Anderson Road SW,2 vehicle incident.,12/07/2016 06:36:00 PM,12/07/2016 06:54:00 PM,SW,-114.0708163,50.9467686,"(50.946769, -114.070816)",1
Southbound Deerfoot Trail approaching 16 Avenue NE,Single vehicle incident.,12/07/2016 02:19:00 AM,12/07/2016 02:21:00 AM,NE,-114.0285513,51.06737987,"(51.06738, -114.028551)",1
Southbound Deerfoot Trail approaching Glenmore Trail SE,Single vehicle incident,12/08/2016 10:55:00 PM,12/08/2016 11:21:00 PM,SE,-114.0287925,51.00497668,"(51.004977, -114.028793)",1
Westbound Crowchild Trail at Sarcee Trail NW,2 vehicle incident.,12/10/2016 01:21:42 PM,12/10/2016 01:23:39 PM,NW,-114.180187767589,51.1120374189027,"(51.112037, -114.180188)",1
Southbound Macleod Trail approaching Glenmore Trail SE,2 vehicle incident.,12/09/2016 01:57:00 PM,12/09/2016 02:11:00 PM,SE,-114.0716686,50.99524413,"(50.995244, -114.071669)",1
Eastbound Crowchild Trail at 53 Street NW,2 vehicle incident.,12/09/2016 07:17:00 AM,12/09/2016 07:20:00 AM,NW,-114.1659241,51.10453231,"(51.104532, -114.165924)",1
Southbound Deerfoot Trail at Beddington Trail NE,2 vehicle incident.,12/14/2016 07:45:46 AM,12/14/2016 07:55:52 AM,NE,-114.046154501425,51.1221655702783,"(51.122166, -114.046155)",1
Bonaventure Drive at 94 Avenue SE,Single vehicle incident.,12/14/2016 09:30:47 AM,12/14/2016 09:41:42 AM,SE,-114.068768219264,50.9686342652326,"(50.968634, -114.068768)",1
Northbound Stoney Trail at 16 Avenue NE,Single vehicle incident,12/10/2016 10:26:08 PM,12/10/2016 10:27:31 PM,NE,-113.920052543414,51.067898636232,"(51.067899, -113.920053)",1
Sunridge Way at 36 Street NE,There is an incident involving LRT.,12/09/2016 05:14:00 PM,12/09/2016 05:16:00 PM,NE,-113.9849337,51.06729869,"(51.067299, -113.984934)",1
Northbound Deerfoot Trail at Southland Drive SE,2 vehicle incident.,12/10/2016 08:47:41 PM,12/10/2016 08:48:53 PM,SE,-114.036221957724,50.9705894403798,"(50.970589, -114.036222)",1
Northbound Deerfoot Trail approaching 16 Avenue NE,2 vehicle incident.,12/06/2016 10:48:00 PM,12/06/2016 10:49:00 PM,NE,-114.0285513,51.06737987,"(51.06738, -114.028551)",1
Northbound Stoney Trail to westbound 16 Avenue NE,Single vehicle incident.,12/09/2016 11:16:00 AM,12/09/2016 11:20:00 AM,NE,-113.9297317,51.06703025,"(51.06703, -113.929732)",1
Eastbound 5 Avenue at 1 Street SE,2 vehicle incident blocking the right lane.,12/06/2016 10:14:00 PM,12/06/2016 10:14:00 PM,SE,-114.060367,51.04831937,"(51.048319, -114.060367)",1
14 Street at 90 Avenue SW,Single vehicle incident.,12/10/2016 03:53:42 PM,12/10/2016 03:54:35 PM,SW,-114.096307356316,50.9723019037843,"(50.972302, -114.096307)",1
Northbound 14 Street north of Heritage Drive SW,Single vehicle incident,12/09/2016 10:40:57 PM,12/09/2016 10:42:13 PM,SW,-114.094693702317,50.9809080290935,"(50.980908, -114.094694)",1
Ogden Road at Bonnybrook Road SE,2 vehicle incident.,12/06/2016 04:26:00 PM,12/06/2016 04:38:00 PM,SE,-114.0308717,51.02839263,"(51.028393, -114.030872)",1
Southbound Macleod Trail approaching Glenmore Trail SE,Multi vehicle incident,12/08/2016 10:05:00 PM,12/08/2016 10:20:00 PM,SE,-114.072037,50.99442763,"(50.994428, -114.072037)",1
Southbound Deerfoot Trail at Glenmore Trail SE,2 vehicle incident.,12/14/2016 02:17:06 PM,12/14/2016 02:17:58 PM,SE,-114.039173086151,50.9941565858237,"(50.994157, -114.039173)",1
Northbound Sarcee Trail at Glenmore Trail SW,Single vehicle incident.,12/10/2016 01:27:08 PM,12/10/2016 02:14:07 PM,SW,-114.162862577552,51.0099220435946,"(51.009922, -114.162863)",1
Blackfoot Trail at 42 Avenue SE,2 vehicle incident.,12/14/2016 03:13:58 PM,12/14/2016 03:15:24 PM,SE,-114.049120441881,51.0160014453029,"(51.016001, -114.04912)",1
Westbound Glenmore Trail at 37 Street SW,2 vehicle incident.,12/12/2016 11:17:07 AM,12/12/2016 11:23:19 AM,SW,-114.146020482404,51.0088568988086,"(51.008857, -114.14602)",1
Westbound 17 Avenue at Blackfoot Trail SE,2 vehicle incident.,12/09/2016 12:47:00 PM,12/09/2016 12:50:00 PM,NW,-114.0179075,51.03765558,"(51.037656, -114.017907)",1
Eastbound Memorial Drive approaching Deerfoot Trail NE,2 vehicle incident blocking the middle lane.,12/06/2016 02:36:00 PM,12/06/2016 02:42:00 PM,NE,-114.0205479,51.0476343,"(51.047634, -114.020548)",1
Ogden Road at Blackfoot Trail SE,Single vehicle incident.,12/14/2016 12:12:18 AM,12/14/2016 12:14:44 AM,SE,-114.03310647668,51.0293297352223,"(51.02933, -114.033106)",1
80 Avenue and Metis Trail NE,2 vehicle incident in the intersection.,12/07/2016 09:15:00 PM,12/07/2016 09:18:00 PM,NE,-113.9694753,51.12489634,"(51.124896, -113.969475)",1
14 Street and 25 Avenue SW,Incident involving a pedestrian.,12/07/2016 02:08:00 PM,12/07/2016 02:09:00 PM,SW,-114.0946843,51.03144525,"(51.031445, -114.094684)",1
Eastbound Glenmore Trail at Deerfoot Trail SE,Single vehicle incident.,12/10/2016 06:31:02 PM,12/10/2016 06:52:13 PM,SE,-114.039173086151,50.9941565858237,"(50.994157, -114.039173)",1
Northbound Crowchild Trail after Kensington Road NW,2 vehicle incident blocking the left lane.,12/14/2016 02:42:52 PM,12/14/2016 02:46:24 PM,NW,-114.118501241,51.0524923336499,"(51.052492, -114.118501)",1
Eastbound Anderson Road at Acadia Drive SE,2 vehicle incident.,12/12/2016 12:55:04 PM,12/12/2016 01:14:48 PM,SE,-114.044139639421,50.9483314057881,"(50.948331, -114.04414)",1
Anderson Road at Acadia Drive SE.,Multi vehicle incident.,12/09/2016 05:55:04 PM,12/09/2016 05:55:52 PM,SE,-114.044139639421,50.9483314057881,"(50.948331, -114.04414)",1
Southbound Shaganappi Trail at Sage Hill Boulevard NW,2 vehicle incident.,12/08/2016 03:46:00 PM,12/08/2016 03:47:00 PM,NW,-114.1531181,51.17046267,"(51.170463, -114.153118)",1
Northbound Deerfoot Trail at Beddington Trail NE,Single vehicle incident.,12/08/2016 08:58:00 AM,12/08/2016 09:12:00 AM,NE,-114.0461545,51.12216557,"(51.122166, -114.046155)",1
130 Avenue at 48 Street SE,2 vehicle incident.,12/09/2016 06:36:21 PM,12/09/2016 06:56:02 PM,SE,-113.965739722774,50.9320908801432,"(50.932091, -113.96574)",1
Westbound Stoney approaching Shaganappi Trail NW.,Multi vehicle incident.,12/09/2016 05:16:08 PM,12/09/2016 05:16:53 PM,NE,-114.147933369876,51.1527364456253,"(51.152736, -114.147933)",1
Westbound 76th Avenue at 52nd Street SE,2 vehicle incident.,12/09/2016 06:35:00 AM,12/09/2016 06:56:00 AM,SE,-113.9589577,50.98510257,"(50.985103, -113.958958)",1
Eastbound Stoney Trail east of Deerfoot Trail NE,Single vehicle incident.,12/08/2016 10:05:00 AM,12/08/2016 10:08:00 AM,NE,-114.0153985,51.17615173,"(51.176152, -114.015398)",1
Sarcee Trail at Richmond Road SW,2 vehicle incident.,12/12/2016 05:11:01 PM,12/12/2016 05:12:25 PM,SW,-114.166911023192,51.0180694396409,"(51.018069, -114.166911)",1
Eastbound Country Hills Boulevard at Stoney Trail NW,2 vehicle incident.,12/08/2016 07:20:00 AM,12/08/2016 09:12:00 AM,NW,-114.2095352,51.14702095,"(51.147021, -114.209535)",1
Eastbound Canyon Meadows Drive at Macleod Trail SE,2 vehicle incident.,12/14/2016 07:54:57 AM,12/14/2016 07:55:52 AM,SE,-114.069887062744,50.9315770426822,"(50.931577, -114.069887)",1
Southbound Crowchild Trail at Bow Trail SW,Multi vehicle incident,12/10/2016 11:51:42 PM,12/10/2016 11:52:56 PM,SW,-114.115033311174,51.0423506150612,"(51.042351, -114.115033)",1
Eastbound Anderson Road approaching 14 Street SW,2 vehicle incident blocking the left lane.,12/07/2016 09:31:00 AM,12/07/2016 09:32:00 AM,SW,-114.0973444,50.9505907,"(50.950591, -114.097344)",1
Memorial Drive at 52 Street NE,2 vehicle incident.,12/11/2016 05:20:00 PM,12/11/2016 05:20:59 PM,NE,-113.956439737746,51.0532849492493,"(51.053285, -113.95644)",1
Westbound 64 Avenue on the ramp to Northbound Deerfoot Trail NE,2 vehicle incident.,12/13/2016 04:22:09 PM,12/13/2016 04:24:03 PM,NE,-114.045229703104,51.1117555898115,"(51.111756, -114.04523)",1
Northbound Deerfoot Trail at Douglasdale Boulevard SE,Multi vehicle incident.,12/07/2016 07:17:00 AM,12/07/2016 07:18:00 AM,SE,-114.0053038,50.94674131,"(50.946741, -114.005304)",1
Eastbound 16 Avenue at 52 Street NE,Multi-vehicle incident.,12/08/2016 05:31:00 PM,12/08/2016 05:32:00 PM,NE,-113.9633108,51.0671044,"(51.067104, -113.963311)",1
Northbound Stoney Trail at 16 Avenue NE,Single vehicle incident in the left lane.,12/10/2016 09:18:46 AM,12/10/2016 09:21:43 AM,NE,-113.929731671065,51.0670302472081,"(51.06703, -113.929732)",1
Westbound Crowchild Trail at Sarcee Trail NW,Single vehicle incident blocking the right lane.,12/10/2016 12:54:35 PM,12/10/2016 01:23:39 PM,NW,-114.180187767589,51.1120374189027,"(51.112037, -114.180188)",1
Northbound Panorama Hills Boulevard at Country Hills Boulevard NW,Multi vehicle incident,12/08/2016 10:46:00 PM,12/08/2016 10:51:00 PM,NW,-114.0741227,51.14844324,"(51.148443, -114.074123)",1
Northbound Centre Street approaching 56 Avenue NE,Multi vehicle incident.,12/06/2016 05:08:00 PM,12/06/2016 05:10:00 PM,NE,-114.0624402,51.10264898,"(51.102649, -114.06244)",1
